SKU,Item Name,Category,Country,Brand,CY Sales (YTD),PY Sales (YTD),YoY Sales %,CY Revenue (YTD),Weekly Run Rate,Monthly Target,Weekly Target,Annual Target,Expected YTD,YTD Variance,Sales Pace %,Sales Health,Remaining Target,Req. Weekly Sales,Req. Monthly Sales,Effort Multiplier,Total Stock,TWC Stock,Bonded Stock,Stock Coverage (Mo),Stock Coverage (Wk),TWC Coverage (Mo),TWC Coverage (Wk),Wks Until Stockout,Stockout Risk,Bonded Reorder,TWC Reorder,Bonded Est. Reorder Qty,TWC Est. Reorder Qty,CY Purchases,PY Purchases,Stock Turnover
015-050,VacuVin Wine Saver and Server Black,Accessories,Netherlands,VacuVin,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,18,18,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0
015-051,VacuVin Wine Servers / Stoppers,Accessories,Netherlands,VacuVin,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,28,28,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0
015-052,VacuVin Bar Spoon,Accessories,Netherlands,VacuVin,0.0,0.0,,0.0,0.0,0.2,0.04615384615384616,2.4000000000000004,0.3692307692307693,-0.3692307692307693,-1.0,Critical,2.4000000000000004,0.05454545454545456,0.23636363636363641,1.1818181818181819,18,18,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0
016-001,Clarendelle Blanc 2022,White wine,France,Clarendelle,18.0,6.0,2.0,808200.0,2.25,11.0,2.5384615384615383,132.0,20.307692307692307,-2.3076923076923066,-0.11363636363636359,Behind,114.0,2.590909090909091,11.227272727272727,1.0206611570247934,96,96,0,9.866666666666667,42.666666666666664,9.866666666666667,42.666666666666664,42.666666666666664,,,,0.0,0.0,0.0,0.0,0.15789473684210525
016-002,Clarendelle Rouge 2016,Red wine,France,Clarendelle,0.0,0.0,,0.0,0.0,11.0,2.5384615384615383,132.0,20.307692307692307,-20.307692307692307,-1.0,Critical,132.0,3.0,13.0,1.1818181818181819,80,16,64,,,,,,,,,0.0,0.0,0.0,0.0,0.0
016-003,Clarendelle Medoc 2022,Red wine,France,Clarendelle,24.0,33.0,-0.2727272727272727,1291800.0,3.0,3.5,0.8076923076923077,42.0,6.461538461538462,17.53846153846154,2.7142857142857144,Ahead,18.0,0.4090909090909091,1.7727272727272727,0.5064935064935066,48,2,46,3.7,16.0,0.15416666666666667,0.6666666666666666,16.0,HIGH,REORDER,REORDER,84.0,130.0,0.0,0.0,0.4166666666666667
016-004,Clarendelle Saint-Emilion 2019,Red wine,France,Clarendelle,6.0,7.0,-0.14285714285714285,381300.0,0.75,3.7,0.8538461538461539,44.400000000000006,6.830769230769231,-0.8307692307692314,-0.1216216216216217,Behind,38.400000000000006,0.8727272727272729,3.7818181818181826,1.0221130221130221,24,0,24,7.4,32.0,0.0,0.0,32.0,,,REORDER,0.0,33.0,0.0,0.0,0.2
016-005,Clarendelle Rouge Magnum 2012,Red wine,France,Clarendelle,0.0,0.0,,0.0,0.0,0.09999999999999999,0.023076923076923075,1.2,0.1846153846153846,-0.1846153846153846,-1.0,Critical,1.2,0.02727272727272727,0.11818181818181818,1.1818181818181819,10,10,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0
016-007,Clarendelle Rose' 2020,Rosé wine,France,Clarendelle,0.0,0.0,,0.0,0.0,2.5,0.5769230769230769,30.0,4.615384615384615,-4.615384615384615,-1.0,Critical,30.0,0.6818181818181818,2.9545454545454546,1.1818181818181819,27,27,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0
016-008,Clarendelle Rouge Jeroboam 2016,Red wine,France,Clarendelle,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,3,2,1,,,,,,,,,0.0,0.0,0.0,0.0,0.0
016-009,Clarendelle Monbazillac Amberwine 2022,Dessert wine,France,Clarendelle,12.0,13.0,-0.07692307692307693,966000.0,1.5,1.4,0.32307692307692304,16.799999999999997,2.5846153846153843,9.415384615384616,3.6428571428571432,Ahead,4.799999999999997,0.10909090909090903,0.47272727272727244,0.3376623376623375,18,1,17,2.7750000000000004,12.0,0.15416666666666667,0.6666666666666666,12.0,MEDIUM,REORDER,REORDER,48.0,65.0,0.0,0.0,0.6
016-010,Chateau Tour Blaquet St-Estephe Rouge 2017,Red wine,France,Clarendelle,0.0,0.0,,0.0,0.0,1.8,0.4153846153846154,21.6,3.3230769230769233,-3.3230769230769233,-1.0,Critical,21.6,0.49090909090909096,2.1272727272727274,1.1818181818181819,1,1,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0
016-011,Chateau Trigant Pessac-Leognan Rouge 2017,Red wine,France,Clarendelle,2.0,0.0,,161016.0,0.25,0.2,0.04615384615384616,2.4000000000000004,0.3692307692307693,1.6307692307692307,4.416666666666666,Ahead,0.40000000000000036,0.0090909090909091,0.03939393939393943,0.1969696969696971,19,19,0,17.575000000000003,76.0,17.575000000000003,76.0,76.0,,,,0.0,0.0,0.0,0.0,0.09523809523809523
016-012,Chateau Quintus Saint-Emilion Rouge 2019,Red wine,France,Clarendelle,1.0,0.0,,84746.0,0.125,0.3,0.06923076923076922,3.5999999999999996,0.5538461538461538,0.44615384615384623,0.8055555555555558,Ahead,2.5999999999999996,0.05909090909090908,0.25606060606060604,0.8535353535353536,21,13,8,38.85000000000001,168.0,24.050000000000004,104.0,168.0,,,,0.0,0.0,0.0,0.0,0.045454545454545456
016-013,Margaux Rouge 2017,Red wine,France,Clarendelle,0.0,0.0,,0.0,0.0,0.6,0.13846153846153844,7.199999999999999,1.1076923076923075,-1.1076923076923075,-1.0,Critical,7.199999999999999,0.1636363636363636,0.709090909090909,1.1818181818181819,15,15,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0
016-015,Chateau Couteau Rouge 2022,Red wine,France,Clarendelle,12.0,6.0,1.0,274800.0,1.5,6.0,1.3846153846153846,72.0,11.076923076923077,0.9230769230769234,0.08333333333333336,On Track,60.0,1.3636363636363635,5.909090909090909,0.9848484848484848,198,24,174,30.525000000000002,132.0,3.7,16.0,132.0,,,,0.0,0.0,0.0,0.0,0.05714285714285714
017-001,Trumpeter Malbec 2017,Red wine,Argentina,Trumpeter,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,1,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0
018-004,Ulisse Nativae Montepulciano 2016,Red wine,Italy,Tenuta Ulisse,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5,5,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0
019-001,Gin Mare 700 ml,Gin,Spain,Gin Mare,0.0,0.0,,0.0,0.0,1.7,0.3923076923076923,20.4,3.1384615384615384,-3.1384615384615384,-1.0,Critical,20.4,0.4636363636363636,2.0090909090909093,1.1818181818181819,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,
019-002,Gin Mare 500 ml,Gin,Spain,Gin Mare,10.0,0.0,,450000.0,1.25,3.4,0.7846153846153846,40.8,6.276923076923077,3.723076923076923,0.5931372549019608,Ahead,30.799999999999997,0.7,3.033333333333333,0.892156862745098,39,39,0,7.215,31.2,7.215,31.2,31.2,,,,0.0,0.0,0.0,0.0,0.20408163265306123
019-003,Gin Mare Magnum,Gin,Spain,Gin Mare,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,
019-004,Gin Mare 100 ml,Gin,Spain,Gin Mare,32.0,0.0,,64406.0,4.0,3.1999999999999997,0.7384615384615384,38.4,5.907692307692307,26.092307692307692,4.416666666666667,Ahead,6.399999999999999,0.14545454545454542,0.6303030303030301,0.19696969696969693,37,37,0,2.1390625000000005,9.25,2.1390625000000005,9.25,9.25,MEDIUM,REORDER,,139.0,0.0,0.0,0.0,0.8985507246376812
019-005,Capucana Cachaca,Cachaca,Spain,Capucana,0.0,0.0,,0.0,0.0,0.7999999999999999,0.1846153846153846,9.6,1.4769230769230768,-1.4769230769230768,-1.0,Critical,9.6,0.21818181818181817,0.9454545454545454,1.1818181818181819,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,
025-001,Nicolas Feuillatte Selection,Sparkling wine,France,Nicolas Feuillatte,11.0,1.0,10.0,396000.0,1.375,8.799999999999999,2.0307692307692307,105.6,16.246153846153845,-5.246153846153845,-0.32291666666666663,Critical,94.6,2.15,9.316666666666666,1.0587121212121213,1,1,0,0.16818181818181818,0.7272727272727273,0.16818181818181818,0.7272727272727273,0.7272727272727273,MEDIUM,REORDER,REORDER,60.0,60.0,0.0,0.0,0.9166666666666666
025-002,Nicolas Feuillatte Reserve Exclusive,Sparkling wine,France,Nicolas Feuillatte,0.0,0.0,,0.0,0.0,15.7,3.6230769230769226,188.39999999999998,28.98461538461538,-28.98461538461538,-1.0,Critical,188.39999999999998,4.281818181818181,18.55454545454545,1.1818181818181819,6,6,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0
025-003,Nicolas Feuillatte Collection Blanc de Blanc,Sparkling wine,France,Nicolas Feuillatte,50.0,0.0,,3286861.0,6.25,5.1,1.1769230769230767,61.199999999999996,9.415384615384614,40.58461538461539,4.310457516339871,Ahead,11.199999999999996,0.25454545454545446,1.1030303030303028,0.21628045157456918,34,34,0,1.258,5.44,1.258,5.44,5.44,MEDIUM,REORDER,,241.0,0.0,0.0,0.0,0.9642857142857143
025-005,Nicolas Feuillatte Reserve Exclusive Magnum,Sparkling wine,France,Nicolas Feuillatte,0.0,0.0,,0.0,0.0,0.09999999999999999,0.023076923076923075,1.2,0.1846153846153846,-0.1846153846153846,-1.0,Critical,1.2,0.02727272727272727,0.11818181818181818,1.1818181818181819,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,
025-006,Nicolas Feuillatte Terroir Pemier Cru,Sparkling wine,France,Nicolas Feuillatte,0.0,0.0,,0.0,0.0,0.09999999999999999,0.023076923076923075,1.2,0.1846153846153846,-0.1846153846153846,-1.0,Critical,1.2,0.02727272727272727,0.11818181818181818,1.1818181818181819,45,45,0,,,,,,,,,0.0,0.0,0.0,0.0,0.26666666666666666
025-007,Nicolas Feuillatte Organic,Sparkling wine,France,Nicolas Feuillatte,43.0,0.0,,2423305.0,5.375,0.4,0.09230769230769233,4.800000000000001,0.7384615384615386,42.261538461538464,57.22916666666666,Ahead,0.0,0.0,0.0,0.0,55,55,0,2.366279069767442,10.232558139534884,2.366279069767442,10.232558139534884,10.232558139534884,MEDIUM,REORDER,,182.0,0.0,0.0,0.0,1.153061224489796
026-001,Gerard Bertrand Gris Blanc 2022,Rosé wine,France,Gerard Bertrand,78.0,0.0,,1210200.0,9.75,7.5,1.7307692307692308,90.0,13.846153846153847,64.15384615384616,4.633333333333334,Ahead,12.0,0.2727272727272727,1.1818181818181817,0.15757575757575756,66,66,0,1.5653846153846154,6.769230769230769,1.5653846153846154,6.769230769230769,6.769230769230769,MEDIUM,REORDER,,363.0,0.0,0.0,0.0,1.0
026-002,Gerard Bertrand Gris Blanc Mugnum 2021,Rosé wine,France,Gerard Bertrand,0.0,0.0,,0.0,0.0,0.6,0.13846153846153844,7.199999999999999,1.1076923076923075,-1.1076923076923075,-1.0,Critical,7.199999999999999,0.1636363636363636,0.709090909090909,1.1818181818181819,34,4,30,,,,,,,,,0.0,0.0,0.0,0.0,0.0
026-003,Gerard Bertrand Solar6 Chardonnay 2023,White wine,France,Gerard Bertrand,48.0,0.0,,1586400.0,6.0,1.8,0.4153846153846154,21.6,3.3230769230769233,44.676923076923075,13.444444444444443,Ahead,0.0,0.0,0.0,0.0,12,12,0,0.4625,2.0,0.4625,2.0,2.0,MEDIUM,REORDER,REORDER,252.0,252.0,0.0,0.0,0.9
026-004,Gerard Bertrand Solar6 Rose' 2022,Rosé wine,France,Gerard Bertrand,6.0,0.0,,198300.0,0.75,1.2,0.2769230769230769,14.399999999999999,2.215384615384615,3.784615384615385,1.7083333333333337,Ahead,8.399999999999999,0.1909090909090909,0.8272727272727272,0.6893939393939394,80,80,0,24.666666666666668,106.66666666666667,24.666666666666668,106.66666666666667,106.66666666666667,,,,0.0,0.0,0.0,0.0,0.3488372093023256
026-005,Gerard Bertrand Solar6 Syrah 2021,Red wine,France,Gerard Bertrand,0.0,0.0,,0.0,0.0,8.799999999999999,2.0307692307692307,105.6,16.246153846153845,-16.246153846153845,-1.0,Critical,105.6,2.4,10.4,1.1818181818181819,91,46,45,,,,,,,,,0.0,0.0,0.0,0.0,0.0
026-006,Gerard Bertrand Or & Azur Rose' 2021,Rosé wine,France,Gerard Bertrand,0.0,0.0,,0.0,0.0,1.8,0.4153846153846154,21.6,3.3230769230769233,-3.3230769230769233,-1.0,Critical,21.6,0.49090909090909096,2.1272727272727274,1.1818181818181819,90,90,0,,,,,,,,,0.0,0.0,0.0,0.0,0.26666666666666666
026-007,Gerard Bertrand Or & Azur Red 2019,Red wine,France,Gerard Bertrand,18.0,0.0,,289800.0,2.25,0.09999999999999999,0.023076923076923075,1.2,0.1846153846153846,17.815384615384616,96.50000000000001,Ahead,0.0,0.0,0.0,0.0,59,59,0,6.063888888888889,26.22222222222222,6.063888888888889,26.22222222222222,26.22222222222222,,,,0.0,0.0,0.0,0.0,0.3246753246753247
026-008,Gerard Bertrand Cote Des Roses Rose' 2020,Rosé wine,France,Gerard Bertrand,0.0,0.0,,0.0,0.0,6.899999999999999,1.592307692307692,82.79999999999998,12.738461538461536,-12.738461538461536,-1.0,Critical,82.79999999999998,1.8818181818181814,8.154545454545453,1.1818181818181819,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,
026-009,Gerard Bertrand Cote Des Roses Chardonnay 2020,White wine,France,Gerard Bertrand,0.0,0.0,,0.0,0.0,5.0,1.1538461538461537,60.0,9.23076923076923,-9.23076923076923,-1.0,Critical,60.0,1.3636363636363635,5.909090909090909,1.1818181818181819,2,2,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0
026-010,Gerard Bertrand Heritage Coteaux Narbonne 2021,Red wine,France,Gerard Bertrand,31.0,0.0,,492190.0,3.875,2.1,0.48461538461538467,25.200000000000003,3.8769230769230774,27.123076923076923,6.996031746031745,Ahead,0.0,0.0,0.0,0.0,3,3,0,0.17903225806451614,0.7741935483870968,0.17903225806451614,0.7741935483870968,0.7741935483870968,MEDIUM,REORDER,REORDER,168.0,168.0,0.0,0.0,1.1176470588235294
026-011,Gerard Bertrand Heritage Carcassonne 2023,Red wine,France,Gerard Bertrand,18.0,2.0,8.0,457200.0,2.25,8.799999999999999,2.0307692307692307,105.6,16.246153846153845,1.7538461538461547,0.10795454545454551,Ahead,87.6,1.9909090909090907,8.627272727272727,0.9803719008264462,50,50,0,5.138888888888888,22.22222222222222,5.138888888888888,22.22222222222222,22.22222222222222,,,,0.0,0.0,0.0,0.0,0.2647058823529412
026-012,Gerard Bertrand Heritage Languedoc 2018,Red wine,France,Gerard Bertrand,16.0,0.0,,299520.0,2.0,1.0,0.23076923076923078,12.0,1.8461538461538463,14.153846153846153,7.666666666666666,Ahead,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,MEDIUM,REORDER,REORDER,88.0,88.0,0.0,0.0,1.625
026-013,Gerard Bertrand Heritage St Chinian 2018,Red wine,France,Gerard Bertrand,0.0,0.0,,0.0,0.0,0.6,0.13846153846153844,7.199999999999999,1.1076923076923075,-1.1076923076923075,-1.0,Critical,7.199999999999999,0.1636363636363636,0.709090909090909,1.1818181818181819,53,53,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0
026-014,Gerard Bertrand Heritage Kosmos 2019,Red wine,France,Gerard Bertrand,0.0,0.0,,0.0,0.0,0.5,0.11538461538461539,6.0,0.9230769230769231,-0.9230769230769231,-1.0,Critical,6.0,0.13636363636363635,0.5909090909090908,1.1818181818181817,60,60,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0
026-015,Gerard Bertrand Cigalus 2020,Red wine,France,Gerard Bertrand,1.0,3.0,-0.6666666666666666,114407.0,0.125,1.8,0.4153846153846154,21.6,3.3230769230769233,-2.3230769230769233,-0.6990740740740741,Critical,20.6,0.4681818181818182,2.028787878787879,1.1271043771043772,28,28,0,51.800000000000004,224.0,51.800000000000004,224.0,224.0,,,,0.0,0.0,0.0,0.0,0.034482758620689655
026-016,Gerard Bertrand Change Sauvignon 2022,White wine,France,Gerard Bertrand,43.0,30.0,0.43333333333333335,948119.0,5.375,19.5,4.5,234.0,36.0,7.0,0.19444444444444445,Ahead,191.0,4.340909090909091,18.81060606060606,0.9646464646464646,74,74,0,3.183720930232558,13.767441860465116,3.183720930232558,13.767441860465116,13.767441860465116,HIGH,REORDER,,163.0,0.0,0.0,0.0,0.36752136752136755
026-017,Gerard Bertrand Change Merlot 2023,Red wine,France,Gerard Bertrand,22.0,7.0,2.142857142857143,503800.0,2.75,9.7,2.2384615384615385,116.39999999999999,17.907692307692308,4.092307692307692,0.22852233676975942,Ahead,94.39999999999999,2.145454545454545,9.296969696969695,0.95845048422368,44,36,8,3.7,16.0,3.0272727272727273,13.090909090909092,16.0,HIGH,REORDER,,77.0,0.0,0.0,0.0,0.3333333333333333
026-018,Gerard Bertrand Change Cabernet 2023,Red wine,France,Gerard Bertrand,56.0,102.0,-0.45098039215686275,1299311.0,7.0,27.4,6.323076923076922,328.79999999999995,50.584615384615375,5.415384615384625,0.10705596107055981,Ahead,272.79999999999995,6.199999999999999,26.866666666666664,0.9805352798053528,163,0,163,5.384821428571429,23.285714285714285,0.0,0.0,23.285714285714285,,,REORDER,0.0,308.0,0.0,0.0,0.5296803652968036
026-019,Gerard Bertrand Art De Vivre Clairette 2019,White wine,France,Gerard Bertrand,0.0,0.0,,0.0,0.0,1.9,0.4384615384615384,22.799999999999997,3.507692307692307,-3.507692307692307,-1.0,Critical,22.799999999999997,0.5181818181818181,2.2454545454545447,1.1818181818181817,15,0,15,,,,,,,,,0.0,0.0,0.0,0.0,0.0
026-020,Gerard Bertrand Art De Vivre Languedoc 2016,Red wine,France,Gerard Bertrand,0.0,0.0,,0.0,0.0,5.600000000000001,1.2923076923076926,67.20000000000002,10.33846153846154,-10.33846153846154,-1.0,Critical,67.20000000000002,1.5272727272727276,6.61818181818182,1.1818181818181819,6,6,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0
026-021,Gerard Bertrand Art De Vivre Rose' 2021,Rosé wine,France,Gerard Bertrand,0.0,0.0,,0.0,0.0,1.5,0.34615384615384615,18.0,2.769230769230769,-2.769230769230769,-1.0,Critical,18.0,0.4090909090909091,1.7727272727272727,1.1818181818181819,48,33,15,,,,,,,,,0.0,0.0,0.0,0.0,0.5
026-022,Gerard Bertrand Naturalys Chardonnay 2021,White wine,France,Gerard Bertrand,50.0,1.0,49.0,548400.0,6.25,0.2,0.04615384615384616,2.4000000000000004,0.3692307692307693,49.63076923076923,134.41666666666663,Ahead,0.0,0.0,0.0,0.0,1,1,0,0.037000000000000005,0.16,0.037000000000000005,0.16,0.16,MEDIUM,REORDER,REORDER,274.0,274.0,0.0,0.0,1.1568627450980393
026-023,Gerard Bertrand Naturalys Sauvignon 2021,White wine,France,Gerard Bertrand,1.0,0.0,,0.0,0.125,0.09999999999999999,0.023076923076923075,1.2,0.1846153846153846,0.8153846153846154,4.416666666666667,Ahead,0.19999999999999996,0.004545454545454544,0.019696969696969692,0.19696969696969693,4,4,0,7.400000000000001,32.0,7.400000000000001,32.0,32.0,,,,0.0,0.0,0.0,0.0,0.2
026-024,Gerard Bertrand Naturalys Rose' 2021,Rosé wine,France,Gerard Bertrand,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,4,4,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0
026-025,Gerard Bertrand Naturalys Cabernet 2020,Red wine,France,Gerard Bertrand,0.0,0.0,,0.0,0.0,0.5,0.11538461538461539,6.0,0.9230769230769231,-0.9230769230769231,-1.0,Critical,6.0,0.13636363636363635,0.5909090909090908,1.1818181818181817,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,
026-027,Gerard Bertrand Naturalys Pinot 2020,Red wine,France,Gerard Bertrand,0.0,0.0,,0.0,0.0,5.699999999999999,1.3153846153846152,68.39999999999999,10.523076923076921,-10.523076923076921,-1.0,Critical,68.39999999999999,1.5545454545454545,6.736363636363635,1.1818181818181819,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,
026-028,Gerard Bertrand Naturalys Syrah 2020,Red wine,France,Gerard Bertrand,2.0,0.0,,62712.0,0.25,0.19999999999999998,0.04615384615384615,2.4,0.3692307692307692,1.6307692307692307,4.416666666666667,Ahead,0.3999999999999999,0.009090909090909089,0.039393939393939384,0.19696969696969693,3,3,0,2.7750000000000004,12.0,2.7750000000000004,12.0,12.0,MEDIUM,REORDER,,8.0,0.0,0.0,0.0,0.4
026-029,Gerard Bertrand Heritage Cahors Malbec 2020,Red wine,France,Gerard Bertrand,38.0,6.0,5.333333333333333,1313620.0,4.75,5.600000000000001,1.2923076923076926,67.20000000000002,10.33846153846154,27.66153846153846,2.6755952380952372,Ahead,29.200000000000017,0.663636363636364,2.8757575757575773,0.5135281385281387,35,35,0,1.7039473684210527,7.368421052631579,1.7039473684210527,7.368421052631579,7.368421052631579,MEDIUM,REORDER,,174.0,0.0,0.0,0.0,0.5205479452054794
026-030,Gerard Bertrand Rouge Clair 2023,Red wine,France,Gerard Bertrand,0.0,0.0,,0.0,0.0,1.1,0.2538461538461539,13.200000000000001,2.030769230769231,-2.030769230769231,-1.0,Critical,13.200000000000001,0.30000000000000004,1.3,1.1818181818181819,78,30,48,,,,,,,,,0.0,0.0,0.0,0.0,0.2222222222222222
026-031,Gerard Bertrand Extra Blanc 2023,White wine,France,Gerard Bertrand,0.0,0.0,,0.0,0.0,2.9,0.6692307692307692,34.8,5.3538461538461535,-5.3538461538461535,-1.0,Critical,34.8,0.7909090909090909,3.4272727272727272,1.1818181818181819,60,30,30,,,,,,,,,0.0,0.0,0.0,0.0,0.07692307692307693
026-032,Gerard Bertrand Clos D'ora 2020,Red wine,France,Gerard Bertrand,0.0,0.0,,0.0,0.0,1.2,0.2769230769230769,14.399999999999999,2.215384615384615,-2.215384615384615,-1.0,Critical,14.399999999999999,0.3272727272727272,1.418181818181818,1.1818181818181819,6,6,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0
026-033,Gerard Bertrand Orange Gold 2021,Rosé wine,France,Gerard Bertrand,0.0,0.0,,0.0,0.0,0.7999999999999999,0.1846153846153846,9.6,1.4769230769230768,-1.4769230769230768,-1.0,Critical,9.6,0.21818181818181817,0.9454545454545454,1.1818181818181819,22,22,0,,,,,,,,,0.0,0.0,0.0,0.0,0.22727272727272727
026-034,Gerard Bertrand Heritage Chardonnay 2023,White wine,France,Gerard Bertrand,42.0,0.0,,682752.0,5.25,0.5,0.11538461538461539,6.0,0.9230769230769231,41.07692307692308,44.5,Ahead,0.0,0.0,0.0,0.0,11,11,0,0.4845238095238095,2.0952380952380953,0.4845238095238095,2.0952380952380953,2.0952380952380953,MEDIUM,REORDER,REORDER,220.0,220.0,0.0,0.0,0.9622641509433962
026-035,Gerard Bertrand Heritage Viognier 2023,White wine,France,Gerard Bertrand,13.0,0.0,,246126.0,1.625,5.699999999999999,1.3153846153846152,68.39999999999999,10.523076923076921,2.476923076923079,0.23538011695906455,Ahead,55.39999999999999,1.2590909090909088,5.456060606060604,0.957203615098352,50,30,20,7.115384615384616,30.76923076923077,4.26923076923077,18.46153846153846,30.76923076923077,,,,0.0,0.0,0.0,0.0,0.20634920634920634
027-001,Ceci Bolle Lambrusco Amabile,Sparkling wine,Italy,Ceci,0.0,0.0,,0.0,0.0,2.3,0.5307692307692308,27.599999999999998,4.246153846153846,-4.246153846153846,-1.0,Critical,27.599999999999998,0.6272727272727272,2.7181818181818183,1.1818181818181817,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,
027-002,Ceci Bolle Lambrusco Rose',Sparkling wine,Italy,Ceci,0.0,0.0,,0.0,0.0,7.8,1.7999999999999998,93.6,14.399999999999999,-14.399999999999999,-1.0,Critical,93.6,2.127272727272727,9.218181818181817,1.1818181818181819,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,
027-003,Ceci Bolle Malvasia Dolce,Sparkling wine,Italy,Ceci,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,
027-004,Ceci Bolle Malvasia Brut,Sparkling wine,Italy,Ceci,112.0,35.0,2.2,1614060.0,14.0,9.4,2.1692307692307695,112.80000000000001,17.353846153846156,94.64615384615385,5.453900709219858,Ahead,0.8000000000000114,0.01818181818181844,0.07878787878787992,0.00838168923275318,318,1,317,5.2526785714285715,22.714285714285715,0.016517857142857143,0.07142857142857142,22.714285714285715,,,REORDER,0.0,615.0,0.0,0.0,0.5906976744186047
027-005,Ceci Terre Verdiane Lambrusco Amabile,Sparkling wine,Italy,Ceci,0.0,0.0,,0.0,0.0,0.09999999999999999,0.023076923076923075,1.2,0.1846153846153846,-0.1846153846153846,-1.0,Critical,1.2,0.02727272727272727,0.11818181818181818,1.1818181818181819,11,11,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0
027-006,Ceci Terre Verdiane Malvasia Dolce,Sparkling wine,Italy,Ceci,11.0,0.0,,284746.0,1.375,1.3,0.30000000000000004,15.600000000000001,2.4000000000000004,8.6,3.5833333333333326,Ahead,4.600000000000001,0.10454545454545458,0.45303030303030317,0.34848484848484856,3,3,0,0.5045454545454545,2.1818181818181817,0.5045454545454545,2.1818181818181817,2.1818181818181817,MEDIUM,REORDER,REORDER,58.0,58.0,0.0,0.0,1.3571428571428572
027-007,Ceci Terre Verdiane Lambrusco Rose',Sparkling wine,Italy,Ceci,1.0,0.0,,35593.0,0.125,2.1,0.48461538461538467,25.200000000000003,3.8769230769230774,-2.8769230769230774,-0.7420634920634921,Critical,24.200000000000003,0.55,2.3833333333333333,1.1349206349206349,13,13,0,24.050000000000004,104.0,24.050000000000004,104.0,104.0,,,,0.0,0.0,0.0,0.0,0.07142857142857142
027-008,Ceci Otello,Sparkling wine,Italy,Ceci,3.0,0.0,,121271.0,0.375,3.3,0.7615384615384614,39.599999999999994,6.092307692307691,-3.092307692307691,-0.5075757575757575,Critical,36.599999999999994,0.8318181818181817,3.604545454545454,1.0922865013774106,7,7,0,4.316666666666667,18.666666666666668,4.316666666666667,18.666666666666668,18.666666666666668,,REORDER,,10.0,0.0,0.0,0.0,0.3
028-001,Zenato Amarone 2019,Red wine,Italy,Zenato,12.0,0.0,,1779600.0,1.5,3.5,0.8076923076923077,42.0,6.461538461538462,5.538461538461538,0.8571428571428571,Ahead,30.0,0.6818181818181818,2.9545454545454546,0.8441558441558441,16,16,0,2.466666666666667,10.666666666666666,2.466666666666667,10.666666666666666,10.666666666666666,MEDIUM,REORDER,,50.0,0.0,0.0,0.0,0.42857142857142855
028-002,Zenato Ripassa 2018,Red wine,Italy,Zenato,0.0,0.0,,0.0,0.0,0.6,0.13846153846153844,7.199999999999999,1.1076923076923075,-1.1076923076923075,-1.0,Critical,7.199999999999999,0.1636363636363636,0.709090909090909,1.1818181818181819,29,29,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0
028-003,Zenato Valpolicella 2020,Red wine,Italy,Zenato,15.0,3.0,4.0,338800.0,1.875,0.4,0.09230769230769233,4.800000000000001,0.7384615384615386,14.26153846153846,19.312499999999996,Ahead,0.0,0.0,0.0,0.0,87,87,0,10.730000000000002,46.4,10.730000000000002,46.4,46.4,,,,0.0,0.0,0.0,0.0,0.14705882352941177
